,original_title,budget,genres,id,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,profit,ret_rate,rev_rate,log_rev_rate,log_budget,log_revenue,Profitable,all_keywords,lang_en
2414,Pandorum,33000000,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",19898,"['dystopia', 'spaceship', 'survival', 'mission']",en,"Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined.",28.353517,"['Impact Pictures', 'Constantin Film Produktion']","['Germany', 'United Kingdom']",2009-09-08,20645327,108.0,"['English', 'Ti\\u1ebfng Vi\\u1ec7t', 'Deutsch']",Don't fear the end of the world. Fear what happens next.,Pandorum,6.5,774,Color,Christian Alvart,219.0,108.0,22.0,61.0,Dennis Quaid,12000.0,Norman Reedus,121432,14127,Eddie Rouse,0.0,"['future', 'mission', 'space', 'spaceship', 'survival']",http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1,310.0,English,Germany,R,2009.0,2000.0,6.8,2.35,10000,-12354673,-0.3743840303030303,0.6256159696969696,-0.4690185630676217,17.312018119430753,16.842999556363132,False,"['dystopia', 'space', 'survival', 'mission', 'future', 'spaceship']",True
2415,Panic Room,48000000,"['Crime', 'Drama', 'Thriller']",4547,"['burglar', 'bunker', 'housebreaking', 'safe', 'money']",en,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",53.043124,"['Hofflund/Polone', 'Indelible Productions']",['United States of America'],2002-03-29,196397415,111.0,['English'],,Panic Room,6.5,1267,Color,David Fincher,233.0,112.0,21000.0,237.0,Dwight Yoakam,17000.0,Kristen Stewart,206104,18141,Mel Rodriguez,0.0,"['brownstone', 'burglar', 'money', 'panic', 'panic room']",http://www.imdb.com/title/tt0258000/?ref_=fn_tt_tt_1,850.0,English,USA,R,2002.0,324.0,6.8,2.35,0,148397415,3.0916128125,4.0916128125,1.4089392230113955,17.686711568872166,19.09565079188356,True,"['panic room', 'burglar', 'money', 'safe', 'bunker', 'brownstone', 'housebreaking', 'panic']",True
2416,Paparazzi,20000000,"['Action', 'Drama', 'Thriller']",15644,['independent film'],en,A rising Hollywood actor decides to take personal revenge against a group of four persistent photographers to make them pay for almost causing a personal tragedy involving his wife and son.,9.149089,"['Icon Productions', 'Twentieth Century Fox Film Corporation', 'Icon Entertainment International']",['United States of America'],2004-09-03,16605763,84.0,"['English', 'Espa\\u00f1ol']",One good shot deserves another.,Paparazzi,5.8,52,Color,Paul Abascal,77.0,84.0,2.0,472.0,Tom Hollander,787.0,Cole Hauser,13210,2915,Kelly Carlson,0.0,"['actor', 'coma', 'movie star', 'paparazzi', 'revenge']",http://www.imdb.com/title/tt0338325/?ref_=fn_tt_tt_1,138.0,English,USA,PG-13,2004.0,555.0,5.8,2.35,269,-3394237,-0.16971185,0.83028815,-0.185982469765895,16.811242831518264,16.62526036175237,False,"['independent film', 'revenge', 'actor', 'paparazzi', 'movie star', 'coma']",True
2417,Paper Towns,12000000,"['Drama', 'Mystery', 'Romance']",286565,"['friendship', 'high school', 'teenager', 'classmate', 'based on young adult novel']",en,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.",64.610671,['Fox 2000 Pictures'],['United States of America'],2015-06-18,85512300,109.0,['English'],Get Lost. Get Found.,Paper Towns,6.1,1937,Color,Jake Schreier,191.0,109.0,14.0,376.0,Cara Delevingne,733.0,Nat Wolff,63390,2753,Meg Crosbie,2.0,"['based on novel', 'female neighbor', 'friendship', 'travel', 'trip']",http://www.imdb.com/title/tt3622592/?ref_=fn_tt_tt_1,160.0,English,USA,PG-13,2015.0,558.0,6.4,2.35,0,73512300,6.126025,7.126025,1.96375357545703,16.300417207752275,18.264170783209305,True,"['female neighbor', 'travel', 'high school', 'based on novel', 'teenager', 'classmate', 'based on young adult novel', 'friendship', 'trip']",True
2418,ParaNorman,60000000,"['Family', 'Animation', 'Adventure', 'Comedy']",77174,"['medium', 'stop motion', 'curse', 'jock', 'ghost', 'communicating with the dead', 'aftercreditsstinger', 'dealing with the past', 'witch trial', 'child witch', 'empathy', 'strange']",en,"In the town of Blithe Hollow, Norman Babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, Neil, believes his ability is real. One day, Norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from an curse cast by a witch it condemned centuries ago. Eventually, Norman decides to cooperate, but things don't go according to plan. Now, a magic storm of the witch threatens Blithe Hollow as the accursed dead rise. Together with unexpected new companions, Norman struggles to save his town, only to discover the horrific truth of the curse. With that insight, Norman must resolve the crisis for good as only he can.",39.539045,"['Focus Features', 'Laika Entertainment']",['United States of America'],2012-08-03,107139399,90.0,['English'],It's all fun and games until someone raises the dead.,ParaNorman,6.7,789,Color,Chris Butler,328.0,92.0,28.0,586.0,Kodi Smit-McPhee,10000.0,Anna Kendrick,72287,13597,Elaine Stritch,0.0,"['curse', 'ghost', 'outcast', 'witch', 'zombie']",http://www.imdb.com/title/tt1623288/?ref_=fn_tt_tt_1,176.0,English,USA,PG,2012.0,884.0,7.0,2.35,12000,47139399,0.78565665,1.78565665,0.5797862187320608,17.909855120186375,18.489641338918435,True,"['ghost', 'child witch', 'medium', 'dealing with the past', 'empathy', 'aftercreditsstinger', 'strange', 'outcast', 'zombie', 'curse', 'witch', 'stop motion', 'witch trial', 'communicating with the dead', 'jock']",True
2420,Paranormal Activity 2,3000000,"['Horror', 'Thriller']",41436,"['ouija board', 'haunting', 'demonic possession', 'found footage', 'duringcreditsstinger']",en,"Just as Dan and Kristi welcome a newborn baby into their home, a demonic presence begins terrorizing them, tearing apart their perfect world and turning it into an inescapable nightmare. Security cameras capture the torment, making every minute horrifyingly real.",22.789649,"['Paramount Pictures', 'Blumhouse Productions', 'Solana Films']",['United States of America'],2010-10-20,177512032,91.0,['English'],In 2009 you demanded it. Nothing can prepare you for what's next.,Paranormal Activity 2,5.7,722,Color,Tod Williams,264.0,98.0,21.0,189.0,Molly Ephraim,438.0,Sprague Grayden,82133,1081,Micah Sloat,0.0,"['california', 'carlsbad california', 'house', 'nanny', 'security camera']",http://www.imdb.com/title/tt1536044/?ref_=fn_tt_tt_1,359.0,English,USA,R,2010.0,332.0,5.7,1.85,14000,174512032,58.17067733333333,59.17067733333333,4.080426103865492,14.914122846632385,18.994548950497876,True,"['house', 'duringcreditsstinger', 'found footage', 'demonic possession', 'security camera', 'nanny', 'carlsbad california', 'haunting', 'california', 'ouija board']",True
2421,Paranormal Activity 3,5000000,['Horror'],72571,"['witch', 'sister sister relationship', 'sequel', 'prequel', 'haunting', 'found footage']",en,"In 1988, evil begins to terrorize young sisters Katie and Kristi for the first time when an invisible entity resides in their home.",29.15813,"['Paramount Pictures', 'Blumhouse Productions', 'Room 101', 'Solana Films']",['United States of America'],2011-10-19,205703818,83.0,['English'],It Runs In The Family,Paranormal Activity 3,5.9,669,Color,Henry Joost,251.0,94.0,24.0,434.0,Sprague Grayden,581.0,Johanna Braddy,76828,2371,Christopher Nicholas Smith,0.0,"['animate object', 'imaginary friend', 'reference to macgyver', 'whispering', ""woman wearing only a man's shirt""]",http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1,314.0,English,USA,R,2011.0,438.0,5.8,1.85,24000,200703818,40.1407636,41.1407636,3.716999445063739,15.424948470398375,19.141947915462115,True,"['animate object', 'sister sister relationship', 'imaginary friend', 'sequel', ""woman wearing only a man's shirt"", 'haunting', 'witch', 'whispering', 'found footage', 'prequel', 'reference to macgyver']",True
2422,Paranormal Activity 4,5000000,['Horror'],82990,"['garage', 'poltergeist', 'webcam', 'imaginary friend', 'bathtub', 'tricycle', 'found footage', 'laptop computer', 'videotape', 'evil child', 'levitation', 'aftercreditsstinger', 'neighbor neighbor relationship', 'adopted child']",en,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",20.326337,"['Paramount Pictures', 'Blumhouse Productions', 'Room 101', 'Solana Films']",['United States of America'],2012-10-17,142817992,95.0,['English'],It's closer than you think,Paranormal Activity 4,5.2,563,Color,Henry Joost,248.0,96.0,24.0,113.0,Brendon Eggertsen,235.0,Matt Shively,51204,799,Alisha Boe,0.0,"['boy in a bathtub', 'demon', 'laptop computer', 'pulled underwater', 'walking in the dark']",http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1,247.0,English,USA,R,2012.0,119.0,4.6,1.85,26000,137817992,27.5635984,28.5635984,3.352133123932515,15.424948470398375,18.77708159433089,True,"['webcam', 'levitation', 'imaginary friend', 'garage', 'videotape', 'aftercreditsstinger', 'evil child', 'tricycle', 'demon', 'walking in the dark', 'pulled underwater', 'boy in a bathtub', 'found footage', 'adopted child', 'laptop computer', 'poltergeist', 'bathtub', 'neighbor neighbor relationship']",True
2423,Paranormal Activity: The Marked Ones,5000000,"['Horror', 'Thriller']",227348,"['supernatural', 'demon', 'found footage']",en,"Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul.",19.984477,"['Blumhouse Productions', 'Room 101', 'Solana Films']",['United States of America'],2014-01-01,86362372,84.0,['English'],You're one of us now.,Paranormal Activity: The Marked Ones,5.2,449,Color,Christopher Landon,220.0,101.0,52.0,332.0,Gloria Sandoval,510.0,Richard Cabral,31791,2161,Molly Ephraim,0.0,"['apartment', 'blood', 'demonic possession', 'neighbor', 'pentagram']",http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1,155.0,English,USA,R,2014.0,358.0,5.0,1.78,10000,81362372,16.2724744,17.2724744,2.84911415925495,15.424948470398375,18.274062629653326,True,"['apartment', 'demon', 'demonic possession', 'supernatural', 'blood', 'neighbor', 'found footage', 'pentagram']",True
2424,Parental Guidance,25000000,['Comedy'],88042,[],en,Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,14.604910999999998,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Dune Entertainment III', 'Chernin Entertainment', 'Walden Media', 'Face Productions']",['United States of America'],2012-12-25,119772232,104.0,['English'],Here come the grandparents.  There go the rules.,Parental Guidance,5.7,210,Color,Andy Fickman,139.0,105.0,99.0,433.0,Gedde Watanabe,3000.0,Bailee Madison,21176,5740,Tom Everett Scott,5.0,"['chores', 'father figure', 'helicopter parents', 'in laws', 'punishment']",http://www.imdb.com/title/tt1047540/?ref_=fn_tt_tt_1,107.0,English,USA,PG,2012.0,448.0,6.1,1.85,0,94772232,3.79088928,4.79088928,1.5667160476360322,17.034386382832476,18.601102430468508,True,"['chores', 'helicopter parents', 'in laws', 'punishment', 'father figure']",True
2425,"Paris, je t'aime",13000000,"['Drama', 'Romance']",2266,"['paris', 'city portrait', 'jazz', 'subway', 'new love', 'immigration', 'nanny', 'tourist', 'woman director']",fr,"Olivier Assayas, Gus Van Sant, Wes Craven and Alfonso Cuaron are among the 20 distinguished directors who contribute to this collection of 18 stories, each exploring a different aspect of Parisian life. The colourful characters in this drama include a pair of mimes, a husband trying to chose between his wife and his lover, and a married man who turns to a prostitute for advice.",10.573191,"['Filmazure', 'Pirol Stiftung', 'Victoires International']",['France'],2006-05-16,4857367,120.0,"['Espa\\u00f1ol', 'Fran\\u00e7ais', 'English', '\\u666e\\u901a\\u8bdd', '\\u0627\\u0644\\u0639\\u0631\\u0628\\u064a\\u0629']",Fall in love with Paris 18 times.,"Paris, je t'aime",6.8,207,Color,Olivier Assayas,165.0,120.0,107.0,280.0,Miranda Richardson,12000.0,Steve Buscemi,63084,13208,Catalina Sandino Moreno,0.0,"['baby', 'divorce', 'oscar wilde', 'pigalle', 'tourist']",http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1,123.0,French,France,R,2006.0,530.0,7.3,1.85,0,-8142633,-0.6263563846153846,0.3736436153846154,-0.9844528359066079,16.38045991542581,15.396007079519203,False,"['tourist', 'paris', 'divorce', 'jazz', 'pigalle', 'new love', 'immigration', 'subway', 'oscar wilde', 'baby', 'city portrait', 'woman director', 'nanny']",False
2426,Parker,35000000,"['Action', 'Crime']",119283,"['professional thief', 'jewel robbery']",en,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",28.670477,['SND'],['United States of America'],2013-01-23,46216641,118.0,['English'],"To get away clean, you have to play dirty.",Parker,5.7,1455,Color,Taylor Hackford,224.0,118.0,138.0,458.0,Clifton Collins Jr.,26000.0,Jason Statham,90046,28479,Wendell Pierce,0.0,"['action hero', 'disguise', 'hospital', 'real estate agent', 'thief']",http://www.imdb.com/title/tt1904996/?ref_=fn_tt_tt_1,141.0,English,USA,R,2013.0,968.0,6.2,2.35,17000,11216641,0.32047545714285713,1.3204754571428572,0.2779918665488985,17.37085861945369,17.648850486002587,True,"['action hero', 'hospital', 'professional thief', 'thief', 'disguise', 'jewel robbery', 'real estate agent']",True
2428,Party Monster,5000000,"['Comedy', 'Drama', 'Crime']",1415,"['new york', 'hotel', 'based on novel', 'birthday', 'bath', 'nightclub', 'donut', 'hallucination', 'costume', 'injection', 'death of a friend', 'arrest', 'police', 'party', 'friends', 'independent film', 'man man relationship', 'money', 'drug']",en,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",4.129165,['ContentFilm'],"['Netherlands', 'United States of America']",2003-09-05,742898,98.0,['English'],'Til death do they party...,Party Monster,5.9,58,Color,Fenton Bailey,39.0,98.0,13.0,600.0,Mia Kirshner,3000.0,Macaulay Culkin,12675,5185,Marilyn Manson,1.0,"['drug dealer', 'drugs', 'gay', 'homosexual', 'party']",http://www.imdb.com/title/tt0320244/?ref_=fn_tt_tt_1,158.0,English,USA,R,2003.0,971.0,6.3,1.85,0,-4257102,-0.8514204,0.1485796,-1.9066344374144766,15.424948470398375,13.518314032983898,False,"['money', 'bath', 'costume', 'police', 'arrest', 'new york', 'party', 'homosexual', 'death of a friend', 'gay', 'drugs', 'hotel', 'birthday', 'injection', 'friends', 'man man relationship', 'independent film', 'drug', 'nightclub', 'donut', 'based on novel', 'hallucination', 'drug dealer']",True
2430,Pat Garrett & Billy the Kid,4638783,['Western'],11577,"['sheriff', 'aging', 'billy the kid', 'lawlessness', 'gun battle', 'gore', 'breast', 'old friends', 'flogging', 'man slaps a woman', 'pat garrett', 'manhunt']",en,An aging Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons--his sole purpose being to bring down his old friend Billy the Kid.,4.4952559999999995,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],1973-05-23,11000000,106.0,['English'],Best of enemies. Deadliest of friends.,Pat Garrett & Billy the Kid,7.2,65,Color,Sam Peckinpah,54.0,106.0,541.0,372.0,Bob Dylan,773.0,James Coburn,13467,2409,Jason Robards,0.0,"['bare breasts', 'flogging', 'human branding', 'man slaps a woman', 'manhunt']",http://www.imdb.com/title/tt0070518/?ref_=fn_tt_tt_1,106.0,English,USA,R,1973.0,476.0,7.4,2.35,0,6361217,1.3713116134123973,2.3713116134123973,0.8634432254455559,15.349962605317089,16.213405830762646,True,"['billy the kid', 'aging', 'pat garrett', 'gun battle', 'sheriff', 'flogging', 'human branding', 'old friends', 'manhunt', 'gore', 'bare breasts', 'lawlessness', 'breast', 'man slaps a woman']",True
